,Need_id,Need_tweets
422,594370894643929088,After earthquake. Need shelter soon. http://t.co/972GpUnvvV
423,594385465500934144,"@bailondor We've had a massive earthquake in our country last week. Internet, electricity, everything went down."
424,594396707565113345,"RT @nitabhalla: ""Quake-hit Nepalis need information, not just food and water"" http://t.co/EjTSj7QAGi via @Reuters #commisaid #nepal #earthq…"
425,594403257709109248,provided clothes friend now we need is tent if you guys have tents that were used by you while earthquake time... http://t.co/oFGFUnjIXG
426,594406274390855681,RT @dipaksapkota: Tents and tents. People in earthquake-hit areas are in dire need of tents.
427,594401252877799425,"RT @OperationRelief: #OperationRelief #NepalEarthquake #Nepal #Earthquake

In need of a Resue team to go to Harissidhi. Please contact to:
…"
428,594424705878138881,"Food scarcity looms large on Nepal: Experts: Kathmandu, May 2 (IANS) While earthquake-hit Nepal is slowly comi... http://t.co/zP7UYixXv4"
429,594434481278230528,"It need to distribute masks at Dharahara area. Here is Crowded of people facing dusty environment.
#earthquake #NepalEarthquake #NepalQuake"
430,594440912928903168,"Nepal Earthquake: A week after earthquake, still needs tents and food

Tents and tarpaulins are the most urgent... http://t.co/EW0ApQTDI0"
431,594495480458977280,"RT @katydaigle: A week after earthquake, Nepal still needs tents and food (from @AP) http://t.co/LrbPcdec3b"
432,594505470041137152,"#News Earthquake hit Nepalis need information, not just food and water: TRFN http://t.co/xOoF93g8aq @FinancialXpress"
433,594503420280573952,"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…"
434,594508561574547457,"Relief goods for Nepal earthquake victims held up at customs, UN says

Nepal say's : We need grains, salt and sugar. http://t.co/whwzT21ugQ"
435,594573101603508225,THT - Just food and water insufficient to address needs of earthquake-hit Nepalis http://t.co/fcbRiZ1A5O
436,594580635072659456,#Nepal #news Just food and water insufficient to address needs of earthquake-hit Nepalis: NEW DELHI: T... http://t.co/3KalGu1T0U .@9774u
437,594661403832627200,RT @vofnnepal: Nepal Earthquake: Aid Workers Warn Of Desperate Chopper Shortage Top aid officials and military officers have... http://t.co…
438,594690344660377600,"LAST DAY : NEPAL EARTHQUAKE RELIEF CAMP
Please donate Clothes, Blankets, Biscuit, other food items etc. at our... http://t.co/5rYruxrIJ7"
439,594691819595632640,RT @sudhasubedi: Any places to buy tents and blankets? We want to buy them. #nepal #earthquake
440,594709907791720448,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…"
441,594739709118533632,"donate clothes , food , water bottles , medicines and help Nepal Earthquake victims"
442,594751888765026304,just food and water insufficient to address needs of earthquake hit nepalis
443,594793516150235136,Nepal's earthquake : People still needs Food and Tents | Studio N: http://t.co/AmXqA6R4BN via @YouTube
444,594813679423639552,"RT @Quake_Tracker4: Deadly earthquake Nepal – 7,342 people killed – A lot more helicopters are urgently needed - http://t.co/K9k8YQt35I htt…"
445,594811776585183232,Victims of #Earthquake in Nepal are waiting your support for bread and roof. Thousands of people are still in open space without any food.
446,594818001439883266,Help out! Give to  Solar lamp  to Nepal earthquake victims http://t.co/Cj5P77IHlh. Raise funds on #indiegogolife
447,594831606189285376,Nepal's earthquake : People need food and tents http://t.co/yVklGHF2Ea
448,594841352006799360,URGENT APPEAL: http://t.co/ouz6kG6ssq Kavre Earthquake Relief. Urgent need for basic materials to provide cover and sanitation. Local org.
449,594856880804990976,We R in extreme need of blankets for providing it to the victims of earthquake. If you have any information plz do let me kno Ph: 9841870843
450,594880328755322880,"Gynaecologists, Pediatricians needed in earthquake-hit Nepal: IMA: ""Right now our 13 doctors are working in Ne... http://t.co/xTtCx96Mm1"
451,594880347130593281,"You gotta RT this aplenty : @ibnlive: Gynaecologists, Pediatricians needed in earthquake-hit Nepal: IMA http://t.co/hA6iJaU1dz"""
452,594893201355493376,"Gynaecologists, Pediatricians needed in earthquake-hit Nepal: IMA: ""Right now our 13… http://t.co/grkPY4fBpI SPS®"
453,594894983401902080,"Our team visited earthquake affected Lubhu &amp; Thaiba VDC with much needed medical &amp; food supplies.
#NepalQuakeRelief http://t.co/TvyesYz55D"
454,595054978529558528,Please support our #Nepal #Earthquake effort to get expedition tents to homeless people in Gorkha http://t.co/E4236VMgMg
455,595097390308294656,Nepal earthquake: Food shortages in Nepal: http://t.co/fb426JD4E9 via @YouTube
456,595136513895194624,I added a video to a @YouTube playlist http://t.co/AmXqA6R4BN Nepal's earthquake : People need food and tents | Studio N
457,595157267558731776,"RT @EconomicTimes: #Nepal needs 1 mn tents for temporary rehabilitation as more than 300,000 buildings collapsed during the #earthquake htt…"
458,595164944510812160,RT @HeadlinesToday: Earthquake-hit #Nepal needs one million tents for survivors http://t.co/qg4ddQ8FOv
459,595192472474517505,"#Earthquake survivors need food, water, shelter and medication. http://t.co/6AXRpaf3Xh Photo - P Vishwanathan/CARE http://t.co/MkEZdgLjpw"
460,595259144644534272,"Earthquake-hit Nepal needs one million tents for survivors : Nepal Earthquake 2015, News - India... http://t.co/k5VmHD4Ypj"
461,595433694493483010,"RT @Manojkaswa: The debris of collapsed buildings aftr powrful earthquake in nepal dr is no water nd food.
#MSGHelpEarthquakeVictims http:/…"
462,595461399679246336,"Queue waiting their turn to have water at Pulchwok, Lalitpur, near to Plan office as earthquake has damaged water... http://t.co/CHKGiJTxEV"
463,595490933027819521,"People affected by the earthquake in Nepal urgently need safe and solid shelters, especially in the wake of the... http://t.co/xbsUtdLcS6"
464,595489991398064129,"RT @IDFSpokesperson: 10 days after the earthquake, thousands are still in need of medical assistance &amp; we’re hard at work #IsraelInNepal ht…"
465,595550921720995840,RT @dollybindra: Donated now at #nepalembasydelhi for Nepal earthquake blankets and water and tent and medicines required now
466,595548978604744704,Any social worker who can send tent in Nepal for earthquake victim.
467,595568964677283840,"@Ncell No good network and poor internet service at Lekhnath, khudi after earthquake. (Near Pokhara university. Plz maintain it soon."
468,595590806536265729,On train with @Jina_MD heading to Delhi and then to Kathmandu for some earthquake relief. Humbled by the need.
469,595621929270321153,Dozens of power producers affected by the earthquake. Sign of more power cut off. Problems to be addressed as... http://t.co/kLRLzEsfq2
470,595636439527903233,RT @NASA_EO: Widespread Power Outages After Nepal's Devastating Earthquake http://t.co/ZFDXrSSdJa http://t.co/xkzsnlIdip
471,595629811609051136,"RT @bimalonline: Relief goods for Nepal earthquake victims held up at customs, UN says

Nepal say's : We need grains, salt and sugar. http:…"
472,595642707902595072,"""@NASA_EO: Widespread Power Outages After Nepal's Devasttng Earthquake http://t.co/Bm9nIsBokk http://t.co/gJwEPLniEM"" Enormity of task ahead"
473,595659753658916865,Nepal earthquake: Nepal needs 1 million tents for temporary rehabilitation - The Hindu http://t.co/zM8rqdHGep
474,595795338524545024,Widespread Power Outages After Nepals Devastating Earthquake http://t.co/CjGmv53egk http://t.co/t9Sqcge9iA
475,595964165853827072,Help out! Give to  Solar lamp  to Nepal earthquake victims http://t.co/CJwspKVX02. Raise funds on #indiegogolife
476,595963821497417729,"RT @GlobalFundWomen: Nepal women's groups need funds for shelter, sanitation, food, pregnant women &amp; mothers. Every $ counts: http://t.co/G…"
477,596003725807845376,"Nepal Earthquake Damages At Least 14 Hydropower Dams 

-Nation’s power grid loses more than 30 percent of... http://t.co/Hp7gOIfouB"
478,596303018976378880,"Need of Shelter for Earthquake Victim with Muscular Disorder, Nepal
http://t.co/kOWWO0bUjk
#HelpEathquakeVictimNepal"
479,596332716028604417,"RT @GlobalFundWomen: Nepal women's groups need funds for shelter, sanitation, food, pregnant &amp; lactating mothers. Give now: http://t.co/G9Z…"
480,596328059013201920,Anyone can help ? I need to college at-least 50 Tents for Earthquake victim in Nepal (Sindupalchowk victims) Im Raising Fund . Please help
481,596362153474437120,They need help. Waiting for food @gorkha earthquake victims #gorkhaearthquake http://t.co/5yMdQYoHq4
482,596397910352273408,RT @MelindaRooke: Helicopters needed to rescue those harmed in Earthquake. http://t.co/Tt7AHz05GL
483,596410263554924544,Earthquake survivors battle for helicopters near Nepal village that vanished http://t.co/JeURsyXfbx
484,596534993293303809,Earthquake: Lack of electricity and drinking water aggravating problems for the locals http://t.co/8RPu1WD4GB
485,596529044809650176,"RT @drspagarwal: Nepal earthquake victims in urgent need of Tarpaulins. Indian #RedCross provides 20,000 more Tarpaulins. #IFRC #ICRC"
486,596600970240397312,"RT @InsanSatveer: #HappyDSSFoundationDay #MSGHelpEarthquakeVictims Nepal earthquake: Homeless urgntly need tents; death toll abve 5,500 htt…"
487,596601454762143745,"RT @abhayrajput101: #MSGHelpEarthquakeVictims 
Nepal earthquake: Homeless urgently need tents; death toll above 5,500 http://t.co/9xMrgkkbPX"
488,596611221463273473,"RT @CAREIndia: Help us get aid to #earthquake survivors in Nepal. #Water, food, medication and shelter are in need. #Donate here: http://t.…"
489,596655427837775873,Essentials needed most after Nepal earthquake: Food and shelter needed by survivors of 7.8-magnitude quake tha... http://t.co/kkMeOJYpRG
490,596887441329401856,Urgently needed some volunteers who have good command over english language for #earthquake relief contact 9840093843
491,596962895918800896,"RT @poojainsa786: #NepalDisasterReliefByMSG required medical treatment for earthquake victims at ""frishta-mobile hospitl"" of DSS http://t.c…"
492,597047646113533952,Visiting Sindhupalchok devastating earthquake highly affected district. Delivery Women in a tent. No water no toilet. http://t.co/VOH9sa17mH
493,597080268067840000,UN agency stresses urgent funding needs to get food to earthquake victims http://t.co/xkn26ab08h
494,597255065867550721,RT @Cozookoju: Needing of shelter than food for earthquake victims .#NepalEarthquake #UNICEF @UNICEF  @RedCross #earthquake #nepal http://t…
